iter	Logloss
205	0.3448395851
206	0.3445229688
207	0.3444349089
208	0.3441672181
209	0.3440270815
210	0.3435172538
211	0.3432019596
212	0.3429607554
213	0.3426521381
214	0.3425972151
215	0.3425194029
216	0.3424550347
217	0.342244374
218	0.3418173504
219	0.3415366357
220	0.3413771858
221	0.3413042928
222	0.3411471181
223	0.340948075
224	0.3409103095
225	0.3405987899
226	0.3404882086
227	0.3401809712
228	0.3398615222
229	0.3398141428
230	0.3397175655
231	0.339647034
232	0.339445602
233	0.3390033903
234	0.3388865647
235	0.3385744368
236	0.3383908154
237	0.3381242092
238	0.337820241
239	0.3373639558
240	0.3372240107
241	0.336956316
242	0.3366818054
243	0.3366317604
244	0.3363658417
245	0.3358585282
246	0.3354884099
247	0.3351060884
248	0.3349744538
249	0.3348509579
250	0.3346520582
251	0.3345939387
252	0.3341777935
253	0.3339503517
254	0.3336795191
255	0.3334135093
256	0.3332457644
257	0.3330347546
258	0.3328960329
259	0.3327450371
260	0.33271364
261	0.3323593773
262	0.3320623093
263	0.3317694174
264	0.3314995741
265	0.3312632079
266	0.3309802081
267	0.3308582938
268	0.3306648795
269	0.3304169153
270	0.3301992247
271	0.3299978116
272	0.3296707666
273	0.3293898366
274	0.3291097316
275	0.328914223
276	0.3286306721
277	0.3283325224
278	0.328224172
279	0.327927404
280	0.3276968332
281	0.3274974872
282	0.3271968331
283	0.3270914108
284	0.3268966957
285	0.3266332679
286	0.3265280851
287	0.3263269313
288	0.3262723301
289	0.3260950579
290	0.3260259472
291	0.3258136322
292	0.3256444424
293	0.3253190971
294	0.3250469599
295	0.3249070004
296	0.3246821043
297	0.3245079211
298	0.3243527141
299	0.324185941
300	0.3238860445
301	0.3235622347
302	0.3234382635
303	0.3232782716
304	0.3230862564
305	0.3228881444
306	0.3226239062
307	0.3225040968
308	0.3222084127
309	0.3220550381
310	0.3218565515
311	0.3215118297
312	0.3213761089
313	0.3210363907
314	0.3209401152
315	0.3207056917
316	0.3204661085
317	0.3202314507
318	0.3200273468
319	0.3198610508
320	0.3197904929
321	0.3197262303
322	0.3194929858
323	0.319294535
324	0.3188990494
325	0.3186659777
326	0.3183639058
327	0.3182942269
328	0.3181212487
329	0.3179972111
330	0.3179013812
331	0.3178157714
332	0.3176119908
333	0.3174754134
334	0.3172813739
335	0.317148841
336	0.3169831854
337	0.3168324206
338	0.3165316
339	0.3164416025
340	0.3161467383
341	0.3158722512
342	0.3155356924
343	0.3153239662
344	0.3150577054
345	0.3149414936
346	0.3147204011
347	0.3144742996
348	0.3141716509
349	0.3140376357
350	0.3138166719
351	0.3136647767
352	0.3134154445
353	0.3132671102
354	0.3130908062
355	0.3128213335
356	0.3124589091
357	0.3122932531
358	0.3120371392
359	0.3120066547
360	0.3117722159
361	0.3116340956
362	0.3113737478
363	0.3109878759
364	0.3107170939
365	0.310454241
366	0.3102555478
367	0.3100258732
368	0.309705409
369	0.3096713768
370	0.3095504049
371	0.3094638292
372	0.3092505938
373	0.3091529401
374	0.3089619366
375	0.3087663029
376	0.3085236604
377	0.3083594951
378	0.3081260735
379	0.3078331648
380	0.3076538473
381	0.3074660728
382	0.3072906629
383	0.3071480239
384	0.3069459523
385	0.3067910416
386	0.3065931698
387	0.3063571527
388	0.3062964199
389	0.306050195
390	0.3057862438
391	0.3056554547
392	0.3053408292
393	0.3051469079
394	0.3051209982
395	0.3047913056
396	0.3046701618
397	0.304455569
398	0.3041711388
399	0.3040632416
400	0.3037519009
401	0.3035938659
402	0.3034959135
403	0.3032941193
404	0.303242635
405	0.3029481922
406	0.302794877
407	0.3027349179
408	0.3025669301
409	0.302351102
410	0.3022113567
411	0.3020941152
412	0.3020107929
413	0.3017978969
414	0.3016140133
415	0.3014610738
416	0.3014300916
417	0.3013185313
418	0.30123917
419	0.3010978798
420	0.300957746
421	0.300663368
422	0.300442523
423	0.3003958285
424	0.300308222
425	0.3000808232
426	0.2999864375
427	0.2999102571
428	0.2998614235
429	0.2998235596
430	0.299770731
431	0.2996094082
432	0.2995328923
433	0.2994813641
434	0.2993497375
435	0.2992590628
436	0.2991647224
437	0.2991092666
438	0.2990121663
439	0.2988674541
440	0.2988476319
441	0.298807828
442	0.298580725
443	0.2983631495
444	0.2981489522
445	0.2979432877
446	0.29788564
447	0.2977249723
448	0.2975312282
449	0.2971785875
450	0.2971026025
451	0.2969921455
452	0.2969398923
453	0.2967239412
454	0.2965753889
455	0.2963458161
456	0.2961130389
457	0.2959330511
458	0.2958716368
459	0.2958551805
460	0.2957186021
461	0.2954371479
462	0.2952284928
463	0.2950977664
464	0.2947610266
465	0.2945807488
466	0.2944253079
467	0.2940730551
468	0.2939683688
469	0.2937351631
470	0.2936274918
471	0.2934905773
472	0.293377782
473	0.2932802393
474	0.2931122435
475	0.2928605585
476	0.2925922729
477	0.2923050676
478	0.2922180049
479	0.2919042465
480	0.2918127586
481	0.2915456041
482	0.2914616428
483	0.2913782128
484	0.2912445913
485	0.2911456289
486	0.2910305251
487	0.2909001895
488	0.2907344697
489	0.2906701555
490	0.290575861
491	0.2903693832
492	0.2902055293
493	0.2901065928
494	0.2900090243
495	0.2899169835
496	0.2896727494
497	0.28949698
498	0.2893968805
499	0.289167265
500	0.2888810972
501	0.2888369283
502	0.2887020173
503	0.2884890615
504	0.288331145
505	0.2882220501
506	0.2880655656
507	0.2880214514
508	0.2878569084
509	0.2876781436
510	0.287450345
511	0.2872576924
512	0.287114298
513	0.2869386861
514	0.286820121
515	0.2867342386
516	0.286556718
517	0.2864601836
518	0.2863146992
519	0.2861623284
520	0.2860756341
521	0.2859375108
522	0.2858869962
523	0.2857742453
524	0.2854549249
525	0.2853370566
526	0.2852156875
527	0.2850851877
528	0.2849206519
529	0.2848307032
530	0.2845692161
531	0.2843740319
532	0.2842286022
533	0.2841901125
534	0.2840416446
535	0.28389146
536	0.2838094403
537	0.2836908088
538	0.2836559964
539	0.2836266711
540	0.2834930556
541	0.283316251
542	0.2832071264
543	0.2831501966
544	0.283122739
545	0.2830342056
546	0.2827719009
547	0.2826836306
548	0.2825531465
549	0.2824064053
550	0.2822498178
551	0.2821734221
552	0.2820656303
553	0.2819104815
554	0.2818507421
555	0.2817199383
556	0.2815118683
557	0.281353546
558	0.2813102226
559	0.2811440816
560	0.2810637777
561	0.2808240312
562	0.2807277445
563	0.2806438748
564	0.2803292872
565	0.2801581208
566	0.2800872589
567	0.2799439047
568	0.2798571062
569	0.2797574292
570	0.2797035943
571	0.2796262224
572	0.2794046515
573	0.27933682
574	0.279198431
575	0.2790829993
576	0.2790293682
577	0.2789247832
578	0.2788968283
579	0.2788494861
580	0.2787079851
581	0.2784667767
582	0.2783312379
583	0.278130413
584	0.2780462976
585	0.27793763
586	0.2776442622
587	0.277521802
588	0.2774172066
589	0.2773547515
590	0.2772657311
591	0.2770605935
592	0.2769190737
593	0.2768318681
594	0.2765967894
595	0.2765536134
596	0.2764483228
597	0.276352026
598	0.2762038112
599	0.2759682303
600	0.2758809727
601	0.2758142034
602	0.275602748
603	0.2753073674
604	0.2752334425
605	0.275130909
606	0.2750420536
607	0.2749922118
608	0.2749212126
609	0.2747146738
610	0.2746234942
611	0.2745506336
612	0.2744789295
613	0.2742935522
614	0.2742068521
615	0.2741295535
616	0.273969951
617	0.2738644108
618	0.2737344402
619	0.2737058451
620	0.2735869057
621	0.2732600755
622	0.2731016669
623	0.2730773366
624	0.2729166581
625	0.2727352715
626	0.2726013719
627	0.2723703609
628	0.2722867886
629	0.2720641665
630	0.2718839225
631	0.2716554753
632	0.2715834729
633	0.2713460896
634	0.2713056432
635	0.2712629979
636	0.2710824869
637	0.2709455975
638	0.2707620906
639	0.2706253279
640	0.27043269
641	0.2703813535
642	0.2702625595
643	0.2700254574
644	0.2698835862
645	0.2697880665
646	0.269545246
647	0.269309805
648	0.2691657933
649	0.2690770904
650	0.2690141135
651	0.2688124808
652	0.2687067493
653	0.2684785218
654	0.2683627164
655	0.2681858957
656	0.2680358293
657	0.2679969771
658	0.2678964219
659	0.2678403672
660	0.2677596236
661	0.2677098197
662	0.2676392032
663	0.2675347003
664	0.2674293772
665	0.2673758282
666	0.2672832003
667	0.2672501138
668	0.2670559371
669	0.2669083143
670	0.2667598943
671	0.2666608486
672	0.2665339599
673	0.2663220407
674	0.266186908
675	0.2660191355
676	0.2657774062
677	0.2656920145
678	0.2656695774
679	0.2654370858
680	0.2652479692
681	0.2651476207
682	0.2650309853
683	0.2649005197
684	0.2647413449
685	0.2646756562
686	0.2644399489
687	0.2643934723
688	0.2642959709
689	0.2642276345
690	0.2641357157
691	0.2639222135
692	0.2639075811
693	0.2638040184
694	0.2635705064
695	0.2634203884
696	0.2633144102
697	0.2631855031
698	0.2630268435
699	0.2629985565
700	0.262975411
701	0.26285296
702	0.2627153943
703	0.2626063316
704	0.262372835
705	0.2622387095
706	0.262102182
707	0.2619956681
708	0.2618968845
709	0.2618342974
710	0.2614929808
711	0.261326163
712	0.2612927057
713	0.2610609654
714	0.2610198
715	0.260822424
716	0.260769452
717	0.2605696562
718	0.2603666092
719	0.2602918056
720	0.2602173647
721	0.2601777185
722	0.260042573
723	0.2599928887
724	0.2599235815
725	0.2596856946
726	0.259569435
727	0.2595273041
728	0.2593645774
729	0.2591745156
730	0.2591120809
731	0.2589989537
732	0.2588942734
733	0.2587858972
734	0.2585189125
735	0.2583556382
736	0.2582949806
737	0.2582086508
738	0.2580758339
739	0.2579703444
740	0.2577946278
741	0.2577084397
742	0.2575372782
743	0.2573887884
744	0.2573183721
745	0.257159711
746	0.2570907459
747	0.2569656345
748	0.2568171818
749	0.2567053065
750	0.2566296279
751	0.2565974809
752	0.2564652497
753	0.2563740422
754	0.256275442
755	0.2561825697
756	0.2559836447
757	0.2559445545
758	0.2558926527
759	0.2558558402
760	0.2557944613
761	0.2556141039
762	0.2555306616
763	0.2554701363
764	0.2553563651
765	0.2551945849
766	0.2550777915
767	0.2550029695
768	0.2548184198
769	0.2547181228
770	0.2546366427
771	0.2543457581
772	0.2541890589
773	0.2540863229
774	0.253902119
775	0.2537860156
776	0.2537253413
777	0.2536184407
778	0.2535324057
779	0.2534544077
780	0.2533724695
781	0.2532524171
782	0.2531275053
783	0.2529822013
784	0.2528574715
785	0.2526500754
786	0.2525718776
787	0.2524068599
788	0.2522740678
789	0.2520330583
790	0.2519655808
791	0.2517534976
792	0.2515919116
793	0.2514696015
794	0.2511478204
795	0.251008522
796	0.2508325132
797	0.2506614163
798	0.2505253826
799	0.2503487824
800	0.2502308458
801	0.2500661485
802	0.2499177831
803	0.2498445872
804	0.2497181152
805	0.2496468183
806	0.249549278
807	0.2494285481
808	0.2492376751
809	0.2491170981
810	0.2489563863
811	0.2487965791
812	0.248647792
813	0.2485983462
814	0.2484414458
815	0.2483806983
816	0.2481844922
817	0.2480691301
818	0.2479875515
819	0.2478928093
820	0.2477529276
821	0.2476411914
822	0.2475798178
823	0.2475291482
824	0.2474549992
825	0.2473786235
826	0.2472620728
827	0.2470548822
828	0.2468595496
829	0.2466260361
830	0.246569813
831	0.2464532631
832	0.2464374293
833	0.2463713509
834	0.2463327691
835	0.2462379556
836	0.2461519606
837	0.2459420914
838	0.2458315947
839	0.2457129456
840	0.2456268432
841	0.2455128451
842	0.2453490024
843	0.2452255898
844	0.2450631582
845	0.2449025482
846	0.2448034963
847	0.2447400215
848	0.2445951448
849	0.2444756827
850	0.2443352176
851	0.2441782733
852	0.2441031994
853	0.2439669736
854	0.2437108337
855	0.2436424279
856	0.2435714033
857	0.2434402677
858	0.2433008998
859	0.2432499537
860	0.2430543577
861	0.2429128299
862	0.2428980248
863	0.2428563117
864	0.2427158914
865	0.2426157163
866	0.2425474802
867	0.2424003903
868	0.2422697835
869	0.2421586089
870	0.2420096901
871	0.2418745152
872	0.2417639972
873	0.2416728274
874	0.2415640964
875	0.2414553029
876	0.2413950948
877	0.2412791645
878	0.2411781143
879	0.2409614736
880	0.2408591556
881	0.2407974126
882	0.2406606592
883	0.2405401197
884	0.2404400156
885	0.240345872
886	0.2400796235
887	0.2400117227
888	0.2399575665
889	0.2398111831
890	0.2396832292
891	0.2395954054
892	0.239487099
893	0.2394119735
894	0.2392997456
895	0.2392597594
896	0.2391243641
897	0.2389484326
898	0.2388830011
899	0.2387673478
900	0.2386968441
901	0.2386198784
902	0.238562831
903	0.2384871722
904	0.2384557525
905	0.2383718196
906	0.2383141059
907	0.2381880089
908	0.2380796673
909	0.2379194003
910	0.2378583886
911	0.2378191987
912	0.2377818781
913	0.2376968359
914	0.2376384789
915	0.2375015431
916	0.2372941405
917	0.2372543226
918	0.2371962415
919	0.2371396993
920	0.2369395665
921	0.2368244892
922	0.2367807914
923	0.2366647665
924	0.2365293135
925	0.2364143475
926	0.2362850692
927	0.2360848227
928	0.2359583824
929	0.2358850109
930	0.2358035274
931	0.2356396683
932	0.2354838226
933	0.2353802067
934	0.2352663158
935	0.235198433
936	0.2351420698
937	0.2350200144
938	0.2349821661
939	0.2348890572
940	0.2347810849
941	0.2347435838
942	0.2347135323
943	0.234607233
944	0.2345428253
945	0.2344567893
946	0.2343664305
947	0.2342073303
948	0.2341337807
949	0.2340324398
950	0.2339035844
951	0.2337507718
952	0.2335674352
953	0.2334601297
954	0.2333495159
955	0.2330946223
956	0.2329687968
957	0.232839656
958	0.2327374841
959	0.2326654114
960	0.232585564
961	0.2324533651
962	0.2323751919
963	0.232373214
964	0.2323249655
965	0.2322104317
966	0.2320872306
967	0.232011296
968	0.231910719
969	0.2317849129
970	0.2317421281
971	0.231661821
972	0.2315803262
973	0.2314380848
974	0.2313377329
975	0.2312158849
976	0.2311036962
977	0.2310358027
978	0.2309700529
979	0.2308885609
980	0.2308178898
981	0.2306968238
982	0.2306435481
983	0.2305547319
984	0.2302838948
985	0.2301732317
986	0.2300688344
987	0.2299209468
988	0.2298293436
989	0.2297960267
990	0.2296967883
991	0.2296056281
992	0.2294670866
993	0.2293783288
994	0.2291664519
995	0.2291300139
996	0.2289847087
997	0.2289034687
998	0.2288124674
999	0.2287592748
